,date,BTCPrice,BTCnetworkhashrate,AverageBTCblocksize,NUAUBTC,NumberTXBTC,DifficultyBTC,TXfeesBTC,EstimatedTXVolumeUSDBTC,GoldinUSD,EthereumPrice,LitecoinPrice,BitcoinCashPrice,CardanoPrice,Nasdaqcompositeindex,DJI
380,2017-05-16,1741.7,4732171.69195,0.970711982353,636246,329229,559971000000.0,327.30377033,691417744.077,1234.2,92.39,25.34,,,6169.870117,20979.75
379,2017-05-17,1726.73,3674392.13728,0.973960871212,453290,233977,559971000000.0,343.40900559,578464171.297,1257.4,89.25,23.24,,,6011.240234,20606.929688
378,2017-05-18,1818.7,4314627.1309,0.981881941935,591515,317527,559971000000.0,485.9361122,937290192.578,1255.9,89.84,25.17,,,6055.129883,20663.019531
377,2017-05-19,1897.37,3952755.17798,0.974609492958,570189,288904,559971000000.0,392.02141315,677185578.423,1252.0,97.05,28.29,,,6083.700195,20804.839844
376,2017-05-20,1984.24,4565153.86753,0.971260817073,633617,319502,559971000000.0,442.811934,858596952.49,1252.0,129.22,27.68,,,6083.700195,20804.839844
375,2017-05-21,2067.03,4592990.1716,0.967212927273,646325,352805,559971000000.0,387.7538543,681378820.786,1252.0,127.54,27.48,,,6083.700195,20804.839844
374,2017-05-22,2043.19,4091936.69834,0.99036370068,608719,326057,559971000000.0,352.78845637,545513367.88,1258.85,158.17,26.14,,,6133.620117,20894.830078
373,2017-05-23,2191.56,4064100.39426,0.96680039726,604610,327868,559971000000.0,406.63804239,888560604.105,1260.2,170.82,25.3,,,6138.709961,20937.910156
372,2017-05-24,2321.37,4976737.78165,0.978685166667,687290,367710,584152000000.0,468.38356854,1026598216.67,1252.55,182.65,32.12,,,6163.02002,21012.419922
371,2017-05-25,2446.24,4562009.63318,0.970548168831,631835,338642,595922000000.0,472.94001691,1071925264.37,1256.95,189.85,34.47,,,6205.259766,21082.949219
370,2017-05-26,2320.89,4828620.58577,0.976875766871,659055,350114,595922000000.0,498.87943053,1209302552.28,1265.05,175.22,30.33,,,6210.189941,21080.279297
369,2017-05-27,2196.27,4532386.194,0.958775267974,641520,333340,595922000000.0,469.79624965,946402388.928,1265.05,159.82,23.4,,,6210.189941,21080.279297
368,2017-05-28,2054.08,4976737.78165,0.991460916667,651462,331914,595922000000.0,528.8278222,646375171.124,1265.05,158.82,24.01,,,6210.189941,21080.279297
367,2017-05-29,2159.43,4887867.46412,0.977982139394,592662,308143,595922000000.0,421.48503001,519142526.077,1265.05,170.13,24.32,,,6210.189941,21080.279297
366,2017-05-30,2255.36,4473139.31565,0.977900741722,594355,321638,595922000000.0,494.90441559,574153810.848,1262.7,195.61,25.32,,,6203.189941,21029.470703
365,2017-05-31,2187.19,5302595.61259,0.980603117318,634488,347961,595922000000.0,588.38790095,894942260.97,1266.2,231.58,24.29,,,6198.52002,21008.650391
364,2017-06-01,2288.33,4858244.02495,0.97669645122,614126,321634,595922000000.0,570.4198544,853819146.381,1264.85,230.89,25.34,,,6246.830078,21144.179688
363,2017-06-02,2404.03,5035984.66001,0.977746641176,610354,319709,595922000000.0,569.07004507,945504768.845,1274.95,222.29,28.9,,,6305.799805,21206.289063
362,2017-06-03,2493.72,4325022.11977,0.981988616438,534561,271539,595922000000.0,470.15193004,726398967.485,1274.95,223.46,29.04,,,6305.799805,21206.289063
361,2017-06-04,2547.79,5687700.32189,0.981052463542,601583,305320,595922000000.0,545.64725387,818661057.901,1274.95,224.12,27.65,,,6305.799805,21206.289063
360,2017-06-05,2512.4,5432357.04185,0.982358670807,537387,266044,628337000000.0,441.99355556,627567197.394,1279.95,245.26,28.09,,,6295.680176,21184.039063
359,2017-06-06,2690.84,5533581.08611,0.964430121951,576032,289930,678760000000.0,475.43804182,796468589.3,1293.5,248.6,30.84,,,6275.060059,21136.230469
358,2017-06-07,2869.38,5094943.56099,0.990044397351,617593,297416,678760000000.0,511.33813564,886338620.295,1291.0,264.26,30.57,,,6297.379883,21173.689453
357,2017-06-08,2720.49,5567322.43419,0.992122860606,657364,339720,678760000000.0,668.13204735,883089172.782,1273.1,257.99,28.38,,,6321.759766,21182.529297
356,2017-06-09,2807.44,5567322.43419,0.969814206061,609712,307377,678760000000.0,490.9904414,810352769.005,1266.55,261.75,30.19,,,6207.919922,21271.970703
355,2017-06-10,2828.14,5094943.56099,0.973540092715,571964,282184,678760000000.0,455.56014992,678997662.044,1266.55,282.01,29.68,,,6207.919922,21271.970703
354,2017-06-11,2942.41,4757530.08013,0.966455241135,516474,254993,678760000000.0,390.9040331,671075205.245,1266.55,338.79,30.5,,,6207.919922,21271.970703
353,2017-06-12,2953.22,4926236.82056,0.945474835616,467561,222892,678760000000.0,356.12024978,657286287.918,1266.4,341.16,33.23,,,6175.459961,21235.669922
352,2017-06-13,2680.91,4959978.16864,0.967594673469,538624,269098,678760000000.0,409.8643713,839906528.514,1262.0,395.69,29.49,,,6220.370117,21328.470703
351,2017-06-14,2716.88,4757530.08013,0.97714793617,611325,291776,678760000000.0,479.43977642,848899018.333,1275.5,397.59,30.74,,,6194.890137,21374.560547
350,2017-06-15,2499.58,4723788.73204,0.969356292857,565868,287644,678760000000.0,454.74199601,753304915.377,1254.55,358.51,30.22,,,6165.5,21359.900391
349,2017-06-16,2469.57,5162426.25716,0.994383816993,577610,293141,678760000000.0,435.40345777,731207789.227,1255.4,361.18,30.28,,,6151.759766,21384.279297
348,2017-06-17,2514.01,4993719.51673,0.983088047297,536165,269937,678760000000.0,375.35139576,624436119.97,1255.4,369.88,36.18,,,6151.759766,21384.279297
347,2017-06-18,2655.35,5129905.6443,0.985705317241,477378,236554,679669000000.0,311.39831919,536083586.08,1255.4,379.52,47.44,,,6151.759766,21384.279297
346,2017-06-19,2549.03,5129905.6443,0.936637358621,433246,209359,711697000000.0,277.9955946,522791407.927,1248.15,371.86,46.16,,,6239.009766,21528.990234
345,2017-06-20,2591.26,5342177.60199,0.986316271523,532642,269774,711697000000.0,387.16284645,610147802.968,1242.2,370.33,50.41,,,6188.029785,21467.140625
344,2017-06-21,2709.43,4882255.02698,0.965675224638,594425,269438,711697000000.0,388.08537505,712285162.403,1242.5,359.54,47.3,,,6233.950195,21410.029297
343,2017-06-22,2691.03,4953012.34622,0.983057978571,585194,280203,711697000000.0,462.70370719,823610544.473,1250.8,337.73,47.72,,,6236.689941,21397.289063
342,2017-06-23,2707.34,4917633.6866,0.992577848921,534177,269685,711697000000.0,447.10509654,692310514.891,1255.7,336.48,47.75,,,6265.25,21394.759766
341,2017-06-24,2738.52,5660585.53853,0.94888029375,506612,259938,711697000000.0,338.95972894,555414772.842,1255.7,341.63,47.25,,,6265.25,21394.759766
340,2017-06-25,2607.25,5165284.30391,0.949838753425,469727,227127,711697000000.0,307.20884336,415023200.291,1255.7,323.47,44.49,,,6265.25,21394.759766
339,2017-06-26,2590.57,4316196.47313,0.927724532787,378448,180719,711697000000.0,258.68838592,509648501.094,1245.25,302.95,44.04,,,6247.149902,21409.550781
338,2017-06-27,2478.45,5023769.66545,0.98722434507,515883,261906,711697000000.0,375.05657594,694801740.266,1249.55,272.69,41.13,,,6146.620117,21310.660156
337,2017-06-28,2553.03,4634604.40967,0.989948793893,556158,259737,711697000000.0,367.89377898,727176652.108,1248.0,293.04,40.82,,,6234.410156,21454.609375
336,2017-06-29,2567.56,5554449.55969,0.972587235669,549136,279811,711697000000.0,385.86002411,723115848.433,1243.5,328.37,42.83,,,6144.350098,21287.029297
335,2017-06-30,2539.24,4245439.1539,0.966836958333,467647,231054,711697000000.0,341.40053758,609903745.579,1242.25,303.15,41.04,,,6140.419922,21349.630859
334,2017-07-01,2492.6,5448313.58084,0.956314383117,533427,267360,711697000000.0,357.17190559,751359279.498,1242.25,293.35,40.4,,,6140.419922,21349.630859
333,2017-07-02,2436.4,6622798.79067,0.779583297872,409305,196539,708708000000.0,197.85958294,471702116.785,1242.25,275.12,38.95,,,6140.419922,21349.630859
332,2017-07-03,2498.56,5988701.03412,0.815769535294,497458,253244,708659000000.0,283.21012118,595876275.288,1229.25,288.41,41.48,,,6110.060059,21479.269531
331,2017-07-04,2561.0,5988701.03412,0.815769535294,497458,253244,708659000000.0,283.21012118,595876275.288,1223.75,282.19,46.56,,,6110.060059,21479.269531
330,2017-07-05,2602.87,5389830.93071,0.897029771242,548401,255483,708659000000.0,293.93425872,568885136.293,1220.3,273.1,55.27,,,6150.859863,21478.169922
329,2017-07-06,2608.1,5248920.31814,0.909539919463,476016,237008,708659000000.0,225.82080685,730594292.935,1224.9,268.86,53.2,,,6089.459961,21320.039063
328,2017-07-07,2608.59,5002326.74615,0.956304661972,459294,225106,708659000000.0,241.52060511,538505332.217,1215.65,270.35,51.1,,,6153.080078,21414.339844
327,2017-07-08,2520.27,5213692.665,0.937060209459,559413,243614,708659000000.0,240.65571245,715785277.025,1215.65,245.89,46.64,,,6153.080078,21414.339844
326,2017-07-09,2572.61,5812562.76841,0.85889529697,451048,220835,708659000000.0,192.41183082,558655116.26,1215.65,251.82,52.36,,,6153.080078,21414.339844
325,2017-07-10,2525.25,4861416.13358,0.749616797101,390402,188124,708659000000.0,157.22803089,649899495.694,1211.9,243.01,49.91,,,6176.390137,21408.519531
324,2017-07-11,2385.89,6939847.66895,0.746657908629,567052,251722,708659000000.0,205.57250621,686994894.88,1211.05,211.52,46.27,,,6193.299805,21409.070313
323,2017-07-12,2332.77,6094383.99355,0.890107624277,563334,265759,708659000000.0,207.57617324,651438758.556,1218.8,197.15,45.26,,,6261.169922,21532.140625
322,2017-07-13,2402.7,6235294.60611,0.881564158192,513002,257138,708659000000.0,222.35199706,568381379.604,1218.9,231.81,48.72,,,6274.439941,21553.089844
321,2017-07-14,2360.59,5530741.54328,0.855335471338,489848,245895,708659000000.0,210.79018124,443677408.291,1230.3,209.53,46.36,,,6312.470215,21637.740234
320,2017-07-15,2230.12,5559049.84407,0.900208978417,473082,227903,761765000000.0,215.37764419,486550966.171,1230.3,199.71,42.81,,,6312.470215,21637.740234
319,2017-07-16,1991.98,5079131.87192,0.974987370079,446599,221851,804525000000.0,378.35756847,448326857.892,1230.3,169.57,38.92,,,6312.470215,21637.740234
318,2017-07-17,1932.62,6518885.78837,0.840269717791,406436,203165,804525000000.0,166.92852306,461314550.095,1234.1,159.99,41.19,,,6314.430176,21629.720703
317,2017-07-18,2233.52,5918988.32318,0.94528775,475431,230315,804525000000.0,198.03657541,570175601.509,1240.75,195.03,42.62,,,6344.310059,21574.730469
316,2017-07-19,2323.08,6598872.11706,0.959427872727,561055,260575,804525000000.0,224.51846967,619790724.757,1242.15,234.94,44.35,,,6385.040039,21640.75
315,2017-07-20,2269.89,5958981.48753,0.939300073826,519400,253768,804525000000.0,201.60223858,584802118.293,1238.7,205.42,40.96,,,6390.0,21611.779297
314,2017-07-21,2838.41,6478892.62402,0.92945612963,477427,230199,804525000000.0,229.27219537,755326162.653,1248.55,226.06,45.07,,,6387.75,21580.070313
313,2017-07-22,2668.63,6158947.30925,0.976516766234,542764,268443,804525000000.0,249.73969757,678739138.708,1248.55,217.86,45.77,,,6387.75,21580.070313
312,2017-07-23,2808.1,6398906.29533,0.92575418125,433135,223358,804525000000.0,171.03691992,498204137.656,1248.55,229.12,46.63,555.89,,6387.75,21580.070313
311,2017-07-24,2732.7,6878824.26748,0.683351726744,353197,181031,804525000000.0,125.37693822,423959853.132,1255.55,226.29,44.16,412.58,,6410.810059,21513.169922
310,2017-07-25,2757.5,7118783.25355,0.89442411236,469352,240072,804525000000.0,166.96352984,552414399.138,1254.4,224.37,44.48,441.35,,6412.169922,21613.429688
309,2017-07-26,2577.77,5918988.32318,0.934254324324,511831,244036,804525000000.0,168.49293292,758199393.126,1248.1,207.09,42.29,407.08,,6422.75,21711.009766
308,2017-07-27,2538.71,5878995.15883,0.967338823129,460146,237853,804525000000.0,167.53481996,676202732.851,1261.1,204.86,42.35,417.1,,6382.189941,21796.550781
307,2017-07-28,2679.73,6585327.4853,0.923606636364,443425,225369,836352000000.0,166.27056958,827890554.605,1264.9,204.32,42.22,386.65,,6374.680176,21830.310547
306,2017-07-29,2807.02,6414280.01815,0.916863406667,487086,247207,860222000000.0,188.43132327,1328334473.75,1264.9,193.34,40.56,410.57,,6374.680176,21830.310547
305,2017-07-30,2724.39,6713613.08566,0.872203152866,416822,211134,860222000000.0,156.46665323,928609716.264,1264.9,206.74,41.18,385.14,,6374.680176,21830.310547
304,2017-07-31,2763.24,6285994.41778,0.810337360544,386558,184145,860222000000.0,138.11682207,1121219506.56,1267.55,197.4,40.34,346.36,,6348.120117,21891.119141
303,2017-08-01,2871.3,6200470.68421,0.926722013793,485988,231012,860222000000.0,194.86886623,1772644310.59,1270.95,204.69,43.02,294.6,,6362.939941,21963.919922
302,2017-08-02,2727.13,6371518.15136,0.725291630872,301131,131875,860222000000.0,75.94662047,1369195845.96,1269.6,227.01,43.07,382.38,,6362.649902,22016.240234
301,2017-08-03,2709.56,6499803.75172,0.878083467105,403175,209321,860222000000.0,130.51485681,1412768876.85,1268.1,220.18,42.19,448.49,,6340.339844,22026.099609
300,2017-08-04,2806.93,5901137.6167,0.868854710145,427728,213017,860222000000.0,124.10595421,970956325.844,1257.7,225.31,42.89,362.18,,6351.560059,22092.810547
299,2017-08-05,2897.63,7654374.15499,0.924147648045,467900,235792,860222000000.0,113.47123621,1196484565.0,1257.7,222.85,43.49,231.11,,6351.560059,22092.810547
298,2017-08-06,3257.61,7568850.42141,0.88123159322,463849,239771,860222000000.0,113.56678695,983755829.875,1257.7,256.42,46.85,212.18,,6351.560059,22092.810547
297,2017-08-07,3212.78,5986661.35027,0.786434007143,408435,199627,860222000000.0,87.90639938,1044204487.06,1258.0,261.24,45.17,223.76,,6383.77002,22118.419922
296,2017-08-08,3370.22,6542565.61851,0.943697823529,512717,249002,860222000000.0,121.82649183,1385571339.14,1261.8,269.1,45.9,321.35,,6370.459961,22085.339844
295,2017-08-09,3420.4,7012946.15317,0.979247707317,587787,275574,860222000000.0,159.06311046,1245606695.56,1271.05,297.63,48.59,345.28,,6352.330078,22048.699219
294,2017-08-10,3341.84,6333394.73737,0.95416592029,532314,260955,888075000000.0,157.95191308,807119553.203,1284.4,296.96,48.05,305.21,,6216.870117,21844.009766
293,2017-08-11,3373.82,6149818.07831,0.981281641791,550474,257965,923233000000.0,193.18600285,963128414.093,1286.1,294.49,46.4,275.88,,6256.560059,21858.320313
292,2017-08-12,3650.63,6608759.72595,0.967170902778,580987,284001,923233000000.0,234.94470226,991542730.423,1286.1,308.71,47.05,327.82,,6256.560059,21858.320313
291,2017-08-13,3880.04,6195712.24308,0.97991502963,530699,260521,923233000000.0,210.75240215,870629381.105,1286.1,310.37,46.57,316.29,,6256.560059,21858.320313
290,2017-08-14,4066.1,6792336.385,0.983320155405,516470,263310,923233000000.0,189.71104645,926444961.957,1282.3,298.03,45.83,296.1,,6340.22998,21993.710938
289,2017-08-16,4200.34,6975913.04406,0.975069901316,650899,311002,923233000000.0,350.45038263,1206087776.36,1272.75,289.82,43.37,297.97,,6345.109863,22024.869141
288,2017-08-17,4384.44,5966241.41926,0.966727707692,543436,274866,923233000000.0,347.52500864,982522797.133,1285.15,302.8,44.18,301.02,,6221.910156,21750.730469
287,2017-08-18,4324.34,8215055.49267,0.978681603352,631515,347319,923233000000.0,365.31634907,1318331836.48,1295.8,301.7,43.9,458.67,,6216.529785,21674.509766
286,2017-08-19,4137.75,6838230.54977,0.959987362416,580732,312250,923233000000.0,337.96192313,1137241535.01,1295.8,296.18,47.05,697.04,,6216.529785,21674.509766
285,2017-08-20,4189.31,6930018.87929,0.96645515894,535350,266832,923233000000.0,265.91179874,1323689299.87,1295.8,296.64,45.38,772.42,,6216.529785,21674.509766
284,2017-08-21,4090.48,5966241.41926,0.961449,444725,210852,923233000000.0,208.98199629,755018135.823,1292.9,300.48,46.19,723.7,,6213.129883,21703.75
283,2017-08-22,3998.35,5277828.94781,0.976487,501755,236772,923233000000.0,297.96496476,819457187.488,1284.2,321.05,47.9,596.19,,6297.47998,21899.890625
282,2017-08-23,4089.01,4084580.66396,0.998175235955,419158,196283,923233000000.0,334.18474511,881477645.718,1286.65,315.27,46.71,690.96,,6278.410156,21812.089844
281,2017-08-24,4137.6,7297172.1974,0.986510666667,628516,315734,923233000000.0,541.97068152,1059426386.84,1289.0,317.45,52.82,670.03,,6271.330078,21783.400391
280,2017-08-25,4332.82,4459277.50765,0.938786227723,423332,203805,891643000000.0,385.99923422,756043560.938,1285.3,326.11,50.17,627.06,,6265.640137,21813.669922
279,2017-08-26,4372.06,4459277.50765,0.928758990099,471224,208169,888172000000.0,425.81587924,765174341.396,1285.3,331.99,51.17,641.88,,6265.640137,21813.669922
278,2017-08-27,4345.1,4635882.55746,0.998218152381,472784,226485,888172000000.0,425.31312205,696876277.133,1285.3,334.36,51.8,625.89,,6265.640137,21813.669922
277,2017-08-28,4384.45,6843445.68006,0.990802012903,509082,261891,888172000000.0,358.8427277,781459739.104,1285.3,350.04,61.36,619.7,,6283.02002,21808.400391
276,2017-08-29,4389.21,5695512.85631,0.981300232558,504370,223771,888172000000.0,378.17846684,925154460.786,1318.65,347.96,62.39,596.13,,6301.890137,21865.369141
275,2017-08-30,4570.36,6578538.10535,0.998177114094,593017,281116,888172000000.0,461.76014165,1144825472.11,1308.5,369.47,63.16,549.32,,6368.310059,21892.429688
274,2017-08-31,4555.59,7417412.09193,0.983372113095,565808,271466,888172000000.0,388.49753062,1010875740.75,1311.75,378.44,64.16,576.25,,6428.660156,21948.099609
273,2017-09-01,4701.76,7196655.77967,0.981641533742,589297,280724,888172000000.0,413.21489691,1192190047.07,1320.4,383.47,70.86,588.4,,6435.330078,21987.560547
272,2017-09-02,4901.42,7682319.66665,0.971879586207,591520,283670,888172000000.0,382.74200641,1228012219.94,1320.4,387.82,85.83,621.96,,6435.330078,21987.560547
271,2017-09-07,4589.14,7430760.76599,0.904135802469,587813,276225,903315000000.0,272.59987797,1347017552.02,1343.5,333.52,79.88,636.85,,6397.870117,21784.779297
270,2017-09-08,4605.16,8072925.27664,0.810041318182,526959,256374,922725000000.0,257.33579475,1261424204.11,1346.25,329.64,78.45,654.37,,6360.189941,21797.789063
269,2017-09-09,4229.81,8027056.38302,0.913187714286,606485,279488,922725000000.0,217.76572461,1024260564.13,1346.25,296.17,67.21,584.73,,6360.189941,21797.789063
268,2017-09-10,4229.34,7751843.02132,0.731735857988,452503,217890,922725000000.0,144.85041627,778259235.639,1346.25,294.06,65.8,546.47,,6360.189941,21797.789063
267,2017-09-11,4122.47,6329907.31918,0.784202855072,412029,193240,922725000000.0,143.23841995,875474655.953,1334.2,289.74,61.65,537.19,,6432.259766,22057.369141
266,2017-09-12,4168.88,7981187.4894,0.829352258621,537474,253492,922725000000.0,159.73383041,848892503.36,1326.5,294.63,66.24,539.03,,6454.279785,22118.859375
265,2017-09-13,4131.98,8623352.00004,0.711239202128,549109,256230,922725000000.0,148.9079562,906438524.081,1327.55,291.12,64.32,509.47,,6460.189941,22158.179688
264,2017-09-14,3875.37,8715089.78728,0.713780389474,543777,263320,922725000000.0,133.73148672,1003125422.23,1324.55,276.59,61.64,504.22,,6429.080078,22203.480469
263,2017-09-15,3166.3,7981187.4894,0.80235058046,552954,268068,922725000000.0,153.73503588,889710944.009,1322.85,215.22,41.69,369.49,,6448.470215,22268.339844
262,2017-09-16,3637.75,8256400.8511,0.844177233333,637364,292079,922725000000.0,12.81949192,1503345854.33,1322.85,250.87,48.13,424.49,,6448.470215,22268.339844
261,2017-09-17,3606.28,7751843.02132,0.701067230769,486762,228257,922725000000.0,119.91780546,753316071.813,1322.85,245.85,48.23,438.9,,6448.470215,22268.339844
260,2017-09-18,3591.09,8072925.27664,0.581463914773,433778,197683,922725000000.0,99.41066001,571971943.162,1312.1,252.23,48.53,422.09,,6454.640137,22331.349609
259,2017-09-19,4073.79,6965995.45168,0.911992409449,481944,218204,1052190000000.0,168.30810036,838578661.709,1309.6,293.66,55.68,480.64,,6461.319824,22370.800781
258,2017-09-20,3916.36,8556655.83041,0.956767608974,578178,282917,1103400000000.0,173.70341529,857981325.781,1311.3,282.02,52.74,526.74,,6456.040039,22412.589844
257,2017-09-21,3901.47,6417491.87281,0.948245384615,480582,235723,1103400000000.0,146.40700953,736406709.825,1292.1,283.26,51.66,475.83,,6422.689941,22359.230469
256,2017-09-22,3628.02,9653662.98815,0.767394573864,533108,255257,1103400000000.0,136.34884416,688978348.872,1294.8,258.11,46.65,417.92,,6426.919922,22349.589844
255,2017-09-23,3629.92,7624199.74632,0.802007748201,515183,227615,1103400000000.0,117.1641681,723462621.65,1294.8,264.6,48.16,415.31,,6426.919922,22349.589844
254,2017-09-24,3796.15,9105159.40928,0.630479656627,427804,203861,1103400000000.0,99.69585805,498447359.008,1294.8,286.21,49.25,428.8,,6426.919922,22349.589844
253,2017-09-25,3681.58,7953301.89365,0.656781524138,383448,185277,1103400000000.0,83.67519444,359612295.379,1293.3,282.22,47.62,419.65,,6370.589844,22296.089844
252,2017-09-26,3928.41,6856294.7359,0.916413568,505248,226603,1103400000000.0,147.37049675,1013757769.87,1300.05,292.35,51.69,445.36,,6380.160156,22284.320313
251,2017-09-27,3892.94,7569349.38844,0.962231108696,544621,263648,1103400000000.0,150.08561133,774208152.991,1282.55,287.02,51.58,441.86,,6453.259766,22340.710938
250,2017-09-28,4197.13,8063002.60942,0.848984285714,548154,257961,1103400000000.0,143.49865258,721892560.176,1283.35,306.47,56.21,456.71,,6453.450195,22381.199219
249,2017-09-29,4171.62,9708513.34604,0.843941966102,561792,275976,1103400000000.0,134.45160224,841302338.563,1283.1,299.12,54.11,447.66,,6495.959961,22405.089844
248,2017-09-30,4166.11,9269710.48294,0.832814011834,569237,254438,1103400000000.0,115.33216245,729473582.828,1283.1,291.48,52.63,436.64,,6495.959961,22405.089844
247,2017-10-01,4341.05,7569349.38844,0.786213398551,467807,212678,1103400000000.0,101.44145793,663214577.875,1283.1,301.55,55.14,433.38,0.021678,6495.959961,22405.089844
246,2017-10-02,4395.81,7130546.52534,0.912847292308,416589,203653,1103400000000.0,119.05349794,499781337.718,1273.7,302.48,54.55,415.87,0.024607,6516.720215,22557.599609
245,2017-10-03,4408.46,8380132.03961,1.00150239333,606137,295002,1123590000000.0,180.47323995,848062737.177,1271.25,297.48,53.39,421.79,0.025757,6531.709961,22641.669922
244,2017-10-04,4319.37,10223761.0883,0.875862234973,591541,282132,1123860000000.0,152.53441884,691406024.482,1274.25,292.75,52.28,404.2,0.020864,6534.629883,22661.640625
243,2017-10-05,4229.88,7486251.28872,0.837474365672,496067,232826,1123860000000.0,136.73283395,591746166.815,1274.5,292.77,51.4,358.42,0.021951,6585.359863,22775.390625
242,2017-10-06,4324.46,6983443.36634,1.018034224,552622,273243,1123860000000.0,160.34424031,814413222.018,1261.8,295.15,51.64,355.43,0.021359,6590.180176,22773.669922
241,2017-10-07,4369.35,8882939.96199,0.920435792453,609682,283699,1123860000000.0,149.02120217,714231923.302,1261.8,308.89,52.14,363.6,0.018414,6590.180176,22773.669922
240,2017-10-08,4429.67,8827072.41506,0.83650806962,505784,231226,1123860000000.0,108.21556432,553329639.823,1261.8,311.06,52.49,360.09,0.020929,6590.180176,22773.669922
239,2017-10-09,4614.52,10167893.5414,0.764419901099,496285,238385,1123860000000.0,111.79647505,676195487.48,1278.75,308.67,53.08,342.76,0.020344,6579.72998,22761.070313
238,2017-10-10,4776.21,8994675.05585,0.921536217391,585027,296946,1123860000000.0,149.34098656,1118783648.0,1291.4,297.6,50.15,313.22,0.022112,6587.25,22830.679688
237,2017-10-11,4789.25,8938807.50892,0.9642725875,613363,303101,1123860000000.0,167.2582099,1174146928.61,1289.25,301.18,50.75,320.2,0.02148,6603.549805,22872.890625
236,2017-10-12,4829.58,7765589.02337,1.01609507194,604454,292459,1123860000000.0,148.17289183,837665469.625,1290.25,303.5,50.89,315.47,0.022538,6591.509766,22841.009766
235,2017-10-13,5464.16,8547734.68041,0.977542986928,588009,293164,1123860000000.0,174.4145147,1107300179.99,1299.6,304.08,60.55,314.15,0.026061,6605.799805,22871.720703
234,2017-10-14,5643.53,7597986.38258,1.02549508088,660223,309819,1123860000000.0,281.53458216,1448422309.53,1299.6,338.85,59.41,321.54,0.033876,6605.799805,22871.720703
233,2017-10-15,5835.96,7877324.11724,1.02322143972,594481,293140,1123860000000.0,227.59563891,1023554358.7,1299.6,339.53,64.13,322.42,0.032874,6605.799805,22871.720703
232,2017-10-16,5687.57,11601113.0653,0.893767861538,578160,283473,1182950000000.0,162.7073282,868580434.843,1303.3,336.71,65.72,315.26,0.029939,6624.0,22956.960938
231,2017-10-17,5741.58,10351762.4275,0.917763637931,643456,314725,1196790000000.0,193.41946089,1149273838.93,1284.75,333.48,64.67,313.7,0.028953,6623.660156,22997.439453
230,2017-10-18,5603.82,9756833.55236,0.98657322561,670954,334438,1196790000000.0,209.13726138,1111146061.46,1280.2,316.94,59.59,373.65,0.027219,6624.220215,23157.599609
229,2017-10-19,5583.74,8983426.01467,1.01752149007,646477,329579,1196790000000.0,192.2026716,1395865356.31,1286.4,314.54,60.82,339.27,0.026704,6605.069824,23163.039063
228,2017-10-20,5708.11,10589733.9776,0.994041320225,692404,356985,1196790000000.0,191.51239568,1448451291.66,1281.2,308.05,59.81,330.9,0.026982,6629.049805,23328.630859
227,2017-10-21,5996.79,10649226.8651,0.993012631285,644654,312409,1196790000000.0,161.97244556,1118742453.83,1281.2,303.57,60.3,326.75,0.030806,6629.049805,23328.630859
226,2017-10-22,6036.66,9102411.7897,1.04007875163,606416,312257,1196790000000.0,167.76730117,929448820.609,1281.2,300.55,58.27,323.5,0.028565,6629.049805,23328.630859
225,2017-10-23,6006.0,10827705.5276,1.00528622527,573796,289131,1196790000000.0,155.33193023,1006861960.46,1274.9,295.1,56.77,330.67,0.027684,6586.830078,23273.960938
224,2017-10-24,5935.52,10173283.765,0.972171251462,640545,316096,1196790000000.0,185.64433949,2396482266.96,1276.45,287.12,54.96,315.9,0.025339,6598.430176,23441.759766
223,2017-10-25,5524.6,9935312.2149,1.04101164072,716443,347220,1196790000000.0,199.79056912,2102862590.16,1275.0,298.44,55.95,326.59,0.027038,6563.890137,23329.460938
222,2017-10-26,5747.95,11006184.1902,0.969675556757,636240,315415,1196790000000.0,141.97537543,2136570417.62,1273.75,298.02,56.47,332.11,0.027409,6556.77002,23400.859375
221,2017-10-27,5899.74,12999790.287,0.732356488889,555497,265827,1233780000000.0,112.65051758,1970506447.29,1266.45,296.51,55.67,338.3,0.027138,6701.259766,23434.189453
220,2017-10-28,5787.82,7510989.94359,1.03194846154,552374,246692,1452840000000.0,166.66745997,952470634.548,1266.45,297.92,55.38,369.54,0.026339,6701.259766,23434.189453
219,2017-10-29,5754.44,6138789.85775,1.00780690588,440621,207066,1452840000000.0,175.03828084,645113300.55,1266.45,296.38,54.67,420.47,0.025831,6701.259766,23434.189453
218,2017-10-30,6114.85,11122042.8011,1.0180084026,666706,334025,1452840000000.0,278.85712501,1306645347.28,1272.0,304.78,56.84,458.45,0.028318,6698.959961,23348.740234
217,2017-10-31,6132.02,10616495.401,1.02850913605,672642,316077,1452840000000.0,263.59097424,1681454664.16,1270.15,307.38,56.37,449.37,0.028547,6727.669922,23377.240234
216,2017-11-01,6440.97,9966505.88669,1.03699717391,611373,277535,1452840000000.0,231.89499927,1589432236.0,1277.05,305.76,55.74,438.3,0.029127,6716.529785,23435.009766
215,2017-11-02,6777.77,7872095.22934,1.04328530275,733878,241788,1452840000000.0,219.15266455,1269855999.92,1279.2,290.73,53.56,527.68,0.023079,6714.939941,23516.259766
