,date,BTCPrice,BTCnetworkhashrate,AverageBTCblocksize,NUAUBTC,NumberTXBTC,DifficultyBTC,TXfeesBTC,EstimatedTXVolumeUSDBTC,GoldinUSD,EthereumPrice,LitecoinPrice,BitcoinCashPrice,CardanoPrice,Nasdaqcompositeindex,DJI
1236,2014-12-19,311.18,243219.983475,0.389864890806,160502,92052,39457671307.0,14.30375502,59773546.0,1195.5,,2.81,,,4765.379883,17804.800781
1235,2014-12-20,317.62,276564.658629,0.37542816595,240775,91493,39457671307.0,12.89936506,48761047.0,1195.5,,2.87,,,4765.379883,17804.800781
1234,2014-12-21,329.54,284410.464547,0.308292691461,204217,80829,39457671307.0,11.33814908,36054494.0,1195.5,,2.91,,,4765.379883,17804.800781
1233,2014-12-22,321.07,253027.240873,0.398021505785,195624,89437,39457671307.0,13.1266531,62470240.0,1195.25,,2.86,,,4781.419922,17959.439453
1232,2014-12-23,332.02,317755.139701,0.340916780778,210726,99770,39457671307.0,14.11126208,64168766.0,1175.75,,2.89,,,4765.419922,18024.169922
1231,2014-12-24,334.39,296179.173425,0.316761174739,174711,89515,39457671307.0,12.39728577,70710498.0,1175.75,,2.88,,,4773.470215,18030.210938
1230,2014-12-25,322.29,331485.300058,0.224053851246,147374,70684,39457671307.0,9.64807936,37379573.0,1175.75,,2.74,,,4773.470215,18030.210938
1229,2014-12-26,319.15,282449.013067,0.254729045762,145412,71700,39457671307.0,16.42976058,31492805.0,1175.75,,2.7,,,4806.859863,18053.710938
1228,2014-12-27,327.58,313832.236742,0.271393167973,188604,78776,39457671307.0,19.41831457,42707345.0,1175.75,,2.78,,,4806.859863,18053.710938
1227,2014-12-28,316.16,327562.397099,0.254589783217,236392,74773,39457671307.0,12.04266588,30284193.0,1175.75,,2.72,,,4806.859863,18053.710938
1226,2014-12-29,317.7,331485.300058,0.266103580859,159314,79812,39457671307.0,14.06563348,41511175.0,1185.5,,2.73,,,4806.910156,18038.230469
1225,2014-12-30,312.72,286371.916027,0.304879070961,181005,85247,39457671307.0,13.95085145,50225689.0,1206.0,,2.7,,,4777.439941,17983.070313
1224,2014-12-31,310.91,313142.288941,0.274030070151,157377,83768,40640955017.0,12.44896755,53657583.0,1206.0,,2.7,,,4736.049805,17823.070313
1223,2015-01-01,320.43,335365.290092,0.176212540592,116012,58963,40640955017.0,8.00307587,25028606.0,1206.0,,2.72,,,4736.049805,17823.070313
1222,2015-01-02,314.08,323243.653101,0.240703672171,168563,72234,40640955017.0,10.72769484,28315237.0,1172.0,,2.7,,,4726.810059,17832.990234
1221,2015-01-03,314.85,331324.744428,0.275661451061,207571,82832,40640955017.0,11.90608788,54582870.0,1172.0,,2.67,,,4726.810059,17832.990234
1220,2015-01-04,281.15,335365.290092,0.282322337828,206228,85570,40640955017.0,20.28810703,82102043.0,1172.0,,2.11,,,4726.810059,17832.990234
1219,2015-01-05,265.08,339405.835756,0.305494586627,193982,93753,40640955017.0,16.96708357,62633832.0,1200.0,,1.96,,,4652.569824,17501.650391
1218,2015-01-06,274.61,317182.834605,0.299759348487,179154,87160,40640955017.0,12.85666757,56472457.0,1210.25,,2.08,,,4592.740234,17371.640625
1217,2015-01-07,286.08,299000.379118,0.329602499266,180992,92912,40640955017.0,13.40521434,70955899.0,1210.5,,2.12,,,4650.470215,17584.519531
1216,2015-01-08,294.14,272736.832304,0.372434354711,186319,99126,40640955017.0,14.45388694,51516706.0,1215.5,,2.12,,,4736.189941,17907.869141
1215,2015-01-09,282.38,307081.470446,0.370821488531,201458,105211,40640955017.0,16.14480781,78073011.0,1217.75,,2.01,,,4704.069824,17737.369141
1214,2015-01-10,287.3,284858.469295,0.3988359803,251092,105895,40640955017.0,15.44061914,69092710.0,1217.75,,1.97,,,4704.069824,17737.369141
1213,2015-01-11,274.61,296980.106286,0.336462961573,209755,93957,40640955017.0,14.29837347,39759184.0,1217.75,,1.65,,,4704.069824,17737.369141
1212,2015-01-12,266.15,358478.281007,0.326584280991,185802,98185,43971662056.0,32.63994364,51198106.0,1226.5,,1.72,,,4664.709961,17640.839844
1211,2015-01-13,267.39,229513.533571,0.508351198832,199744,99090,43971662056.0,14.44909631,78230238.0,1231.5,,1.71,,,4661.5,17613.679688
1210,2015-01-14,223.89,330062.319708,0.39826402601,228898,104481,43971662056.0,15.87551555,79330845.0,1235.0,,1.55,,,4639.319824,17427.089844
1209,2015-01-15,176.9,303832.201585,0.413363230314,212403,115787,43971662056.0,16.54900624,79543803.0,1259.0,,1.15,,,4570.819824,17320.710938
1208,2015-01-16,209.07,325690.633354,0.382308025488,219873,112530,43971662056.0,15.88562435,56039500.0,1277.5,,1.28,,,4634.379883,17511.570313
1207,2015-01-17,207.83,299460.515231,0.3661553181,254267,89839,43971662056.0,12.64597155,37461945.0,1277.5,,1.4,,,4634.379883,17511.570313
1206,2015-01-18,200.05,325690.633354,0.330078419423,223392,87047,43971662056.0,12.75025624,32155910.0,1277.5,,1.3,,,4634.379883,17511.570313
1205,2015-01-19,211.47,338805.692415,0.343385597967,197559,94096,43971662056.0,15.80453034,32516443.0,1273.75,,1.33,,,4634.379883,17511.570313
1204,2015-01-20,212.91,262301.181225,0.420680117607,194860,98890,43971662056.0,14.41535966,39491841.0,1288.75,,1.34,,,4654.850098,17515.230469
1203,2015-01-21,211.38,299460.515231,0.388014313078,197159,100251,43971662056.0,13.96816034,89138779.0,1293.5,,1.32,,,4667.419922,17554.279297
1202,2015-01-22,227.32,327876.476531,0.340373795827,188687,94979,43971662056.0,13.45202348,60557888.0,1295.75,,1.37,,,4750.399902,17813.980469
1201,2015-01-23,233.52,271044.553932,0.36177402927,179966,87217,43971662056.0,13.16868437,43759854.0,1294.75,,1.41,,,4757.879883,17672.599609
1200,2015-01-24,232.7,264487.024401,0.380717994753,172854,89630,43971662056.0,12.18056487,47652537.0,1294.75,,1.43,,,4757.879883,17672.599609
1199,2015-01-25,247.35,275416.240286,0.386314664568,256121,82358,43971662056.0,12.2871243,35030135.0,1294.75,,1.84,,,4757.879883,17672.599609
1198,2015-01-26,254.08,277602.083463,0.497747826764,236920,105423,43971662056.0,16.3312645,96483300.0,1281.25,,2.25,,,4771.759766,17678.699219
1197,2015-01-27,273.17,316947.260646,0.37378175012,204121,99035,43971662056.0,13.84178061,64964120.0,1288.5,,2.07,,,4681.5,17387.210938
1196,2015-01-28,263.35,324166.338972,0.285818299161,165874,89287,41272873895.0,12.2880246,41878308.0,1288.0,,2.09,,,4637.990234,17191.369141
1195,2015-01-29,233.35,348786.567248,0.25317328397,171619,88519,41272873895.0,11.80085579,54731886.0,1268.75,,1.88,,,4683.410156,17416.849609
1194,2015-01-30,232.77,285184.310868,0.312656443754,167768,86360,41272873895.0,11.96990901,44384842.0,1260.25,,1.91,,,4635.240234,17164.949219
1193,2015-01-31,226.44,318011.281903,0.312994187878,239182,83762,41272873895.0,12.15581794,36797125.0,1260.25,,1.9,,,4635.240234,17164.949219
1192,2015-02-01,216.87,348786.567248,0.252240713905,208727,79193,41272873895.0,11.00546903,35646882.0,1260.25,,1.88,,,4635.240234,17164.949219
1191,2015-02-02,226.49,301597.796385,0.314943800167,185554,83230,41272873895.0,12.12436146,33856084.0,1272.5,,1.81,,,4676.689941,17361.039063
1190,2015-02-03,237.45,276977.568109,0.372863211455,207461,93499,41272873895.0,13.44597638,50503768.0,1264.25,,1.87,,,4727.740234,17666.400391
1189,2015-02-04,227.51,330321.396041,0.288381689084,198955,89353,41272873895.0,12.3462302,44478360.0,1268.5,,1.82,,,4716.700195,17673.019531
1188,2015-02-05,227.66,301597.796385,0.316438460837,181629,90028,41272873895.0,12.51951528,45033515.0,1259.25,,1.79,,,4765.100098,17884.880859
1187,2015-02-06,216.92,359044.995697,0.246140229361,186259,83440,41272873895.0,11.45022497,42596292.0,1241.0,,1.74,,,4744.399902,17824.289063
1186,2015-02-07,222.63,352889.938628,0.260935661405,180449,86207,41272873895.0,12.10137628,36922120.0,1241.0,,1.76,,,4744.399902,17824.289063
1185,2015-02-08,227.69,262615.768281,0.374416463077,251391,82716,41272873895.0,11.45311434,33551454.0,1241.0,,1.79,,,4744.399902,17824.289063
1184,2015-02-09,223.39,342533.060668,0.351126664685,197636,95860,44455415962.0,13.78402009,39638684.0,1238.5,,1.79,,,4726.009766,17729.210938
1183,2015-02-10,220.28,331483.607098,0.349096603394,189629,103551,44455415962.0,14.18461123,43915007.0,1234.5,,1.73,,,4787.640137,17868.759766
1182,2015-02-11,219.73,331483.607098,0.362201169332,189188,98701,44455415962.0,14.66267797,43264785.0,1223.75,,1.76,,,4801.180176,17862.140625
1181,2015-02-12,219.21,300545.137102,0.37019118842,202264,93868,44455415962.0,13.49018655,33532143.0,1222.5,,1.73,,,4857.609863,17972.380859
1180,2015-02-13,221.97,309384.699958,0.459659004211,256202,107390,44455415962.0,15.93974552,56852658.0,1232.5,,1.76,,,4893.839844,18019.349609
1179,2015-02-14,235.53,355792.404952,0.434725180916,243646,107004,44455415962.0,16.67820257,45461720.0,1232.5,,1.82,,,4893.839844,18019.349609
1178,2015-02-15,257.51,296125.355674,0.440848720607,295507,85355,44455415962.0,13.43496996,41125612.0,1232.5,,1.94,,,4893.839844,18019.349609
1177,2015-02-16,234.82,349162.73281,0.406862627102,223579,103339,44455415962.0,15.54431223,41112330.0,1229.25,,1.84,,,4893.839844,18019.349609
1176,2015-02-17,233.42,342533.060668,0.384952668221,226216,98899,44455415962.0,15.13607471,36916500.0,1209.5,,1.79,,,4899.27002,18047.580078
1175,2015-02-18,243.78,355792.404952,0.375044171114,223247,104555,44455415962.0,15.30417671,41181074.0,1206.0,,1.86,,,4906.359863,18029.849609
1174,2015-02-19,236.41,362422.077094,0.307401976934,181312,96005,44455415962.0,13.71575584,42918722.0,1209.5,,1.83,,,4924.700195,17985.769531
1173,2015-02-20,240.25,366841.858522,0.329416010753,194679,96709,44455415962.0,13.92458106,38382817.0,1208.25,,1.84,,,4955.970215,18140.439453
1172,2015-02-21,243.75,304964.91853,0.417947161025,248310,92541,44455415962.0,14.40873654,38746758.0,1208.25,,1.85,,,4955.970215,18140.439453
1171,2015-02-22,244.54,333693.497812,0.332661811879,223159,86028,44455415962.0,12.44675566,25054486.0,1208.25,,1.85,,,4955.970215,18140.439453
1170,2015-02-23,235.99,317934.931986,0.406974263435,215517,96936,46684376317.0,13.83752097,32388687.0,1204.5,,1.8,,,4960.970215,18116.839844
1169,2015-02-24,239.0,320255.62492,0.391656212185,196851,104463,46684376317.0,14.56045942,38278265.0,1192.5,,1.81,,,4968.120117,18209.189453
1168,2015-02-25,238.89,362028.097736,0.340458631516,194596,104785,46684376317.0,15.13904695,42974777.0,1204.75,,1.83,,,4967.140137,18224.570313
1167,2015-02-26,237.34,334179.782525,0.36747402615,189240,101348,46684376317.0,14.42623973,36345333.0,1208.25,,1.81,,,4987.890137,18214.419922
1166,2015-02-27,236.44,366669.483604,0.342901266074,199935,103395,46684376317.0,14.17573583,55733310.0,1214.0,,1.8,,,4963.529785,18132.699219
1165,2015-02-28,253.52,313293.546117,0.394266163861,238834,90259,46684376317.0,13.71948104,31953168.0,1214.0,,1.85,,,4963.529785,18132.699219
1164,2015-03-01,254.28,348103.94013,0.380356063843,229461,86274,46684376317.0,12.66952726,27354714.0,1214.0,,1.85,,,4963.529785,18132.699219
1163,2015-03-02,260.36,348103.94013,0.415691057841,213896,102935,46684376317.0,16.08425123,50999042.0,1212.5,,1.89,,,5008.100098,18288.630859
1162,2015-03-03,275.05,357386.711867,0.383233349045,216316,109142,46684376317.0,15.32856227,65278663.0,1212.75,,1.94,,,4979.899902,18203.369141
1161,2015-03-04,281.99,364348.79067,0.371939434367,211468,104846,46684376317.0,15.09375814,66912358.0,1199.5,,1.96,,,4967.140137,18096.900391
1160,2015-03-05,272.74,264558.994499,0.451330251861,195590,96611,46684376317.0,14.20542004,56279040.0,1202.0,,1.92,,,4982.810059,18135.720703
1159,2015-03-06,275.6,366669.483604,0.391250411166,199410,96367,46684376317.0,17.21188567,58987483.0,1175.75,,1.92,,,4927.370117,17856.779297
1158,2015-03-07,272.29,327217.703723,0.37688620547,222227,94270,46684376317.0,13.57345998,56271451.0,1175.75,,1.89,,,4927.370117,17856.779297
1157,2015-03-08,276.43,362028.097736,0.324800259028,213398,86526,46684376317.0,13.14254063,95961386.0,1175.75,,1.91,,,4927.370117,17856.779297
1156,2015-03-09,274.81,311208.02387,0.41520728487,201698,96449,47427554951.0,14.01348729,48021598.0,1168.5,,1.89,,,4942.439941,17995.720703
1155,2015-03-10,289.86,356003.118215,0.427822517243,210072,112347,47427554951.0,16.8128673,87360262.0,1162.0,,1.94,,,4859.790039,17662.939453
1154,2015-03-11,291.52,391367.666382,0.355840188911,208179,102856,47427554951.0,15.46580835,71892311.0,1150.0,,2.01,,,4849.939941,17635.390625
1153,2015-03-12,296.13,313565.660415,0.453379458951,193924,97654,47427554951.0,14.35821792,60449520.0,1152.25,,2.02,,,4893.290039,17895.220703
1152,2015-03-13,294.12,327711.479681,0.375345264407,198297,96745,47427554951.0,13.87866807,55555889.0,1152.0,,2.04,,,4871.759766,17749.310547
1151,2015-03-14,284.44,315923.296959,0.36504238755,219463,88828,47427554951.0,12.3819142,42838369.0,1152.0,,2.0,,,4871.759766,17749.310547
1150,2015-03-15,281.42,346572.572037,0.321742583294,222639,84477,47427554951.0,11.85474118,25077189.0,1152.0,,1.99,,,4871.759766,17749.310547
1149,2015-03-16,285.68,308850.387326,0.411843103307,206461,97794,47427554951.0,14.04389459,37389584.0,1150.75,,2.02,,,4929.509766,17977.419922
1148,2015-03-17,290.6,337142.025859,0.375672086969,199845,104238,47427554951.0,14.75421706,47546831.0,1150.75,,2.03,,,4937.430176,17849.080078
1147,2015-03-18,285.07,332426.75277,0.378029221339,191204,102985,47427554951.0,15.20202714,60289864.0,1147.25,,1.98,,,4982.830078,18076.189453
1146,2015-03-19,255.88,337142.025859,0.412476526274,190851,102414,47427554951.0,16.03415694,60394974.0,1166.0,,1.74,,,4992.379883,17959.029297
1145,2015-03-20,260.96,332426.75277,0.385300940656,198449,103109,47427554951.0,16.10498382,47009366.0,1183.1,,1.76,,,5026.419922,18127.650391
1144,2015-03-21,261.64,337142.025859,0.373092364598,218099,100458,47427554951.0,14.67230432,35086759.0,1183.1,,1.77,,,5026.419922,18127.650391
1143,2015-03-22,259.92,313565.660415,0.351632799421,214152,84331,47427554951.0,12.03965358,25026903.0,1183.1,,1.75,,,5026.419922,18127.650391
1142,2015-03-23,267.89,358360.75476,0.39325928688,221091,106330,47427554951.0,17.375943,46687559.0,1186.25,,1.8,,,5010.970215,18116.039063
1141,2015-03-24,266.58,387831.112209,0.301959254784,185435,96397,46717549645.0,14.32893236,54478819.0,1191.5,,1.78,,,4994.72998,18011.140625
1140,2015-03-25,247.47,385508.770219,0.284623151802,182792,93930,46717549645.0,15.31775967,55501612.0,1195.6,,1.65,,,4876.52002,17718.539063
1139,2015-03-26,246.28,346028.956402,0.337233613801,188107,98391,46717549645.0,14.07414031,47532733.0,1203.15,,1.67,,,4863.359863,17678.230469
1138,2015-03-27,248.57,399442.822155,0.311308882957,202290,106302,46717549645.0,15.37769189,56541941.0,1195.75,,1.69,,,4891.220215,17712.660156
1137,2015-03-28,246.98,348351.298391,0.329889742533,208232,90053,46717549645.0,12.89657663,33743136.0,1195.75,,1.68,,,4891.220215,17712.660156
1136,2015-03-29,252.74,350673.64038,0.323861507391,228699,87456,46717549645.0,12.19379189,31101436.0,1195.75,,1.7,,,4891.220215,17712.660156
1135,2015-03-30,242.88,329772.562477,0.378150053427,202713,102105,46717549645.0,14.80696195,42268706.0,1185.5,,1.66,,,4947.439941,17976.310547
1134,2015-03-31,247.45,346028.956402,0.360977032041,203189,105294,46717549645.0,14.73616593,42318994.0,1187.0,,1.67,,,4900.879883,17776.119141
